,GlobalEquity_VT,Duration_TLT,Dollar_DTWEXBGS,Trend_TSMOM,Commodities_DBC
2012-03-31,0.011759202160460891,-0.042362779305572085,0.007917663431336708,-0.007120166652884924,-0.017723651423156572
2012-04-30,-0.01177753257671299,0.04852600846244548,-0.0010601452808058909,0.01819622838792312,-0.013541517793339897
2012-05-31,-0.0892685766847352,0.08983969054308916,0.04783131223482062,0.08463340622065421,-0.11159404541997187
2012-06-30,0.05125839954696443,-0.01666953615779554,-0.018756812017878044,-0.0267266337669283,0.02022178734507518
2012-07-31,0.007272212318611082,0.03776403510740978,-0.0007254363381178353,-0.007124420011370675,0.05826406649616356
2012-08-31,0.024663893460360464,-0.012839772145957329,-0.007265015262456154,-0.025314970609913112,0.0564912015708785
2012-09-30,0.031143060069302564,-0.025199533281110464,-0.014468192219183051,-0.0011750579868848865,-0.003824433483451406
2012-10-31,-0.006094761010227545,-0.0050384713077995524,0.003596662930922534,-0.013441721776070753,-0.03903699185533338
2012-11-30,0.015424839346465768,0.01376866518839992,-0.0006263650314991542,0.0022412882921878097,0.019601986334615296
2012-12-31,0.01942505558140728,-0.024161522519109413,-0.00022392040727181595,-0.003984442477048766,-0.011425223377764748
2013-01-31,0.04027803841413635,-0.03262249707687814,-0.00313339203411378,0.008911116881144987,0.02485553415320796
2013-02-28,-0.0032031827057386053,0.012528239884986636,0.016487147293993365,-0.011585023354851287,-0.04709581812267327
2013-03-31,0.02351168859118169,-0.004603529878062895,7.5843761850658e-05,0.0030770581213975245,0.006675769989379354
2013-04-30,0.02676354843411377,0.04735961286892265,-0.010052869926978958,0.025540933808596122,-0.038093443858327025
2013-05-31,-0.005659525549313815,-0.06751238384900093,0.024443469210640778,-0.008284581745770792,-0.015590113204590805
2013-06-30,-0.026654278399011466,-0.025023593022461044,0.007447044898063693,-0.009332422501405924,-0.02825195973100958
2013-07-31,0.051678660822270794,-0.03038625448149912,-0.007787522785184575,0.010604891309696274,0.031857827279800244
2013-08-31,-0.02460275726468364,-0.00548734776922688,0.012651450299934863,-0.00864999908496325,0.028136037144331105
2013-09-30,0.055875245236493454,0.006805835978842545,-0.019349030807110146,0.015873432577742486,-0.03377335186042918
2013-10-31,0.03719251354705211,0.011876574833822984,-0.002041525731080407,0.005908484602146463,-0.00035952542643713503
2013-11-30,0.015328934273074246,-0.02995452860991743,0.00968500285772822,0.016079872189655703,-0.009351023017902915
2013-12-31,0.02206445003299029,-0.02167992999646373,-0.0007636514716043985,0.00927281424918408,0.005889471561113302
2014-01-31,-0.04445086109105911,0.06354845518587893,0.01731339837704282,-0.015072024871188111,-0.030397818415142774
2014-02-28,0.052065840992190804,0.004579559930587118,-0.008295036426714808,-0.002765262710084121,0.05025229547522536
2014-03-31,0.004889007426859937,0.0073862520882646,-0.0015330354844211858,-0.0009091177070743306,-0.0003938093175285262
2014-04-30,0.007411142847226326,0.021497429108982447,-0.0037519948388848867,-0.007237019749217699,0.01110979789622979
2014-05-31,0.020458704626565405,0.02908193385200941,-0.0013739540907620196,-0.00610342596737215,-0.014416520553282575
2014-06-30,0.02207225814651803,-0.002639799170048973,-0.005917197628854787,0.008666421583197276,0.02115042498517483
2014-07-31,-0.017536462239770456,0.006643854113449255,0.013313549156812154,-0.017898229216253697,-0.04738675958188143
2014-08-31,0.02648249564393601,0.047186026525445346,0.0029476943080064544,0.022019208959629805,-0.011460619361131408
2014-09-30,-0.03335793158859124,-0.021138085151215957,0.029569776120584645,-0.002937596052624669,-0.07231540864989316
2014-10-31,0.00945994969044861,0.028479657387580293,0.006051713336224784,0.02069204681085346,-0.03877686682916015
2014-11-30,0.01261156306768818,0.029789582569095474,0.01993144869914576,0.03686023479882791,-0.08510834485938223
2014-12-31,-0.019854648838692146,0.032316762033741675,0.022108104273027784,0.0327682346734092,-0.09650272122555947
2015-01-31,-0.016220195167563567,0.09808200667551614,0.03230310028029715,0.042763995530307436,-0.05689107033298002
2015-02-28,0.05949540134117437,-0.06135495012598258,9.18661519637709e-05,-0.011515904926943793,0.044295937074930736
2015-03-31,-0.012150895570248288,0.011034993072968069,0.01743876073527839,0.019215497660643538,-0.06053913240457598
2015-04-30,0.02549338609514895,-0.03433469566341496,-0.01980275429171363,-0.025019235266941997,0.07143287720778835
2015-05-31,0.0033085880091947573,-0.023309600845225487,0.01354831358249764,0.006305695446546994,-0.031675481039721065
2015-06-30,-0.02218044830383703,-0.04099883390653958,-0.002058295577615721,-0.02039108638819853,0.016326767764801797
2015-07-31,0.0050299125190853555,0.04563424877415945,0.021243138554494,0.04950552379568729,-0.12611479533501035
2015-08-31,-0.06630371638665089,-0.0070655922480359346,0.016364854815001495,-0.013629629744336486,-0.002485934842339388
2015-09-30,-0.03714232501785686,0.019647002016162984,0.006955367164697579,0.024543859803614287,-0.03443074501573973
2015-10-31,0.0728543826348309,-0.004088596999549221,-0.01008882513511511,-0.02257300247268354,0.003260205121238924
2015-11-30,-0.000756834292914621,-0.008530894643816178,0.019346163024610785,0.019496505459910635,-0.06641391916593331
2015-12-31,-0.021901370471416937,-0.0030363776340864845,0.008927363361224794,0.021578255837165994,-0.05852066715010873
2016-01-31,-0.058663385403785795,0.05540885963644482,0.019676574359752452,0.016593130881731005,-0.04344142339983059
2016-02-29,-0.01104729664252635,0.030786453960257365,-0.011519116472604729,-0.007250915979591321,-0.002254609871970459
2016-03-31,0.07937513745625902,-0.000698188588495241,-0.037838164314637934,-0.04005006208222153,0.04228875796949394
2016-04-30,0.01041177028338347,-0.0068412063812445245,-0.009931849878683563,-0.03107030651968387,0.09709639953542393
2016-05-31,0.006500948387740957,0.007337782250578906,0.03308174228181504,0.006256480792462216,0.008892652974804127
2016-06-30,-0.0018666708985809466,0.06954548099866154,-0.0023641881530869213,0.00638406159011376,0.04351171738370052
2016-07-31,0.041157473194677774,0.02093082308557337,-0.0025659359960343853,0.011731631579232488,-0.06971911242206874
2016-08-31,0.0037986233330915553,-0.009886654349061996,0.004733897062767056,-0.002284198977959978,0.0077826619586365275
2016-09-30,0.007779577989746489,-0.014830033284587651,-0.001104057165428829,-0.012800158326007782,0.04304612084376114
2016-10-31,-0.019677142398882963,-0.04425826427465618,0.015490806425037418,-0.011271361209037073,-0.0033591554123534317
2016-11-30,0.011897360483670738,-0.08211815150071466,0.03284370647647572,-0.013522975220986028,0.016714816343375904
2016-12-31,0.01809749899183566,-0.004575856130432654,0.0049505959396620725,0.014969186146379515,0.04140450578445298
2017-01-31,0.030043608072911843,0.007962173678628393,-0.017934609021298398,0.003604813256620071,-0.005651919703761554
2017-02-28,0.026867306848152195,0.016163775265275016,-0.0019006385078481625,0.0017107193487259087,-0.001960015680125382
2017-03-31,0.014746146535856708,-0.006647545682149758,-0.01042557446691128,-0.00535891321737153,-0.03240377062058131
2017-04-30,0.01629350592380341,0.015560074535842183,-5.3138758364990046e-05,-0.0065784553589395,-0.026994114065354236
2017-05-31,0.019420302763513586,0.018864192148111636,-0.012998779485955403,-0.006639383668757798,-0.014114865804477739
2017-06-30,0.006381477249815193,0.008330774336064106,-0.011527367347010764,-0.0009712537026445311,-0.009591649622681553
2017-07-31,0.026531075634685708,-0.006925888085507648,-0.019393765135333974,0.003011870421529783,0.0408032471694082
2017-08-31,0.004181514485670279,0.03407955523459982,-0.004089504697330271,-0.00546007052083633,0.003968253968253954
2017-09-30,0.021019727252113762,-0.02294034362683195,0.006565869911473676,0.014306298640396037,0.019830993594112112
2017-10-31,0.02103908959102041,-0.00044059764622950137,0.01561042342081298,0.011390469980170043,0.03969261610424324
2017-11-30,0.01897582733768255,0.007258372596459894,-0.011988708933037162,0.00825638216800259,0.009319364997750545
2017-12-31,0.015928340003811492,0.01821452883399788,-0.00349885212302925,0.016383176037458758,0.02789098318899641
2018-01-31,0.05479632970245629,-0.03262561722204704,-0.030057695295076292,0.020429174797297223,0.02948829141370335
2018-02-28,-0.044427275857457094,-0.030409628086526475,0.015179414365137589,-0.02981542871676754,-0.029245396557949
2018-03-31,-0.012738066345150068,0.028491888044526403,-0.008413114457659021,-0.0024857621774005967,0.022873791222415063
2018-04-30,0.004216851116198406,-0.02095440819761396,0.017286264030726084,3.898139246941157e-05,0.034179746682019285
2018-05-31,0.0056574303521814695,0.020169180440597234,0.024265500112954363,-0.002999322805250282,0.026779958980369
2018-06-30,-0.005946682954584337,0.006562057036368918,0.011333215465034963,-0.01082580104297201,-0.019461248715899826
2018-07-31,0.02875299526016506,-0.014781623910581576,-0.004668078185674163,0.0036488859883669345,-0.024270997031604735
2018-08-31,0.008595536629603329,0.013404102195034184,0.013710648195376596,0.004104547142812165,0.00751610594130292
2018-09-30,0.0007948918425852991,-0.028801104699906266,-0.004093615866918032,0.014856945080083422,0.03392539964476016
2018-10-31,-0.07818619259876547,-0.02932717209160629,0.023903479290065643,-0.020297179984454322,-0.05623317872072375
2018-11-30,0.017274933062969566,0.017916388096336666,-0.0009877445869279633,-0.033648855994231036,-0.09841635823068995
2018-12-31,-0.0723263696574834,0.05863210596805213,-0.007263793562574561,0.01160156059652337,-0.039975772259236764
2019-01-31,0.07988950478385748,0.0036506980989183813,-0.017453018757885075,-0.04301907302320415,0.07108307045215567
2019-02-28,0.028132074599972023,-0.013572603269807582,0.005712881680733917,-0.016082836801695588,0.028339551017736664
2019-03-31,0.010653133552128047,0.05544931203232406,0.008213724976816827,0.014191248776676824,-0.003755091649694453
2019-04-30,0.034677171936345896,-0.019893886880813172,0.0016588918775963801,0.0011238963063673335,0.01194659170765977
2019-05-31,-0.05968148103583115,0.0684015927189987,0.012132342421317999,0.020127886253394123,-0.05965909090909094
2019-06-30,0.06367813150285939,0.00961888282532497,-0.018377877326041125,-0.028028717553260446,0.03967774420946624
2019-07-31,0.0,0.002504855904868153,0.00796372208224505,0.005474564101582674,-0.011429678419217493
2019-08-31,-0.021031360142529043,0.11042046570346487,0.02305648922114112,0.039689555335404275,-0.04631262655954016
2019-09-30,0.022672545709361946,-0.026717406579871983,-0.0017891373801917076,-0.01633929296530165,0.01417808219178096
2019-10-31,0.027940536952690387,-0.011170148042993433,-0.017241773996766407,-0.004929759556024815,0.019247653137029808
2019-11-30,0.02560994617221546,-0.0039131076801915965,0.010420791545346697,0.00315031308837882,-0.0013252054068381147
2019-12-31,0.0345146684287867,-0.032193772082259264,-0.020930597914624705,0.00991100348271029,0.05825371549893843
2020-01-31,-0.01556868320680771,0.07696235278099262,0.009291962082166982,-0.00844792735897043,-0.08589341692789965
2020-02-29,-0.07225024581711215,0.06619994310818922,0.016609567587884344,0.019272189333594952,-0.0665294924554184
2020-03-31,-0.14762827969497216,0.06383120636755746,0.04141962045542624,0.03275611437201023,-0.1734019103600294
2020-04-30,0.10363215462687769,0.012253826272928148,-0.0016575518994924598,-0.015481192285582729,-0.03111111111111109
2020-05-31,0.0520852893177679,-0.017617992374712732,-0.011291047765415563,-0.04043206860300616,0.08073394495412844
2020-06-30,0.030759229727827853,0.0033486052148570256,-0.003976161222630337,-0.003714959328899814,0.0449915110356538
2020-07-31,0.05289171501090295,0.04441294755069003,-0.02703443077610157,0.004773081910629556,0.051177904142973185
2020-08-31,0.06007120996779092,-0.050506401042885396,-0.01236773536322544,-0.012292694515298658,0.04636785162287471
2020-09-30,-0.029323031362488594,0.00774484263887909,0.010257553218508075,0.0009036937611471008,-0.03545051698670598
2020-10-31,-0.02047143419580577,-0.03394117236079097,-0.0069314042378533225,-0.004021908542932412,-0.03139356814701377
2020-11-30,0.12370034515967276,0.016698970145799574,-0.025055237248935325,0.0033419483678892303,0.10197628458498009
2020-12-31,0.04932086421297921,-0.012320299329212303,-0.01685749512477741,-0.00016532717863865232,0.05451936872309893
2021-01-31,-0.002261257349086332,-0.036276818702331126,0.005697248126744325,-0.019392164377873805,0.03333333333333344
2021-02-28,0.026724141819149283,-0.057379009356410604,0.007856108604560541,0.015717878084360204,0.10138248847926268
2021-03-31,0.028515984919452286,-0.052475938287852575,0.008799031468413654,0.01625503704111847,-0.0071727435744173285
2021-04-30,0.04133179149275579,0.025026147345521554,-0.015282446315959652,0.027463548804841226,0.07826610475617102
2021-05-31,0.015733369426568666,2.4488596476857083e-05,-0.011833100025962717,0.016516986001283346,0.03852596314907886
2021-06-30,0.011875678884227359,0.04423348488682466,0.01621288290826084,-0.0034061130879295964,0.034946236559139754
2021-07-31,0.006075661439003843,0.037106810080670405,0.0010492806519224462,-0.004773354076644032,0.01298701298701288
2021-08-31,0.02265853537607221,-0.0034218956095722897,0.0038714349870507814,0.0014496848970843301,-0.016410256410256396
2021-09-30,-0.04108794725104237,-0.02898178050385336,0.013550813561599595,0.006620165767432656,0.05213764337851923
2021-10-31,0.05147402333440532,0.02455817866016563,-0.004408571854749077,0.02232565319072094,0.057978196233894996
2021-11-30,-0.026119654174240114,0.027793404387952192,0.018155708727128905,-0.0399141473258432,-0.08758782201405158
2021-12-31,0.038067682463191366,-0.02017781328126167,-0.007952181923479684,0.02925710668932957,0.06673511293634493
2022-01-31,-0.04581343581743125,-0.03915603532875367,0.002454828552345134,0.018679867121787902,0.07892204042348405
2022-02-28,-0.02772316710864753,-0.01625511655130696,-0.002973192807573244,0.012558288623535169,0.06467439785905449
2022-03-31,0.018853588610943772,-0.05447473924641011,-5.207320798672477e-06,0.04126752081281493,0.0917469627147045
2022-04-30,-0.08095898007223945,-0.09426232969854631,0.03707197769866477,0.026695903972455526,0.05640828856485047
2022-05-31,0.004941989388903778,-0.022558354237967926,-0.01190778060359865,0.012960019290570862,0.04613149291681795
2022-06-30,-0.0812175550392934,-0.012736848130974865,0.024517575954684512,0.010867994781238205,-0.07499999999999996
2022-07-31,0.06983730522999987,0.024314112042056912,0.006634966089420713,-0.02685283651938275,-0.019894894894894932
2022-08-31,-0.040525065433635765,-0.045558752771357236,0.014512867933887286,0.021414970079338985,-0.014936805821524346
2022-09-30,-0.0953214489146772,-0.08233793962398428,0.032215971182256053,0.03487552733302876,-0.07037325038880249
2022-10-31,0.06376739778442442,-0.059648068318177705,0.0008399025054346421,0.011831753464732142,0.05060644081974064
2022-11-30,0.08282788991178158,0.07157380350451947,-0.032160624469624755,-0.042958254630717146,0.014729299363057224
2022-12-31,-0.0443741254786999,-0.026211423134894773,-0.016936061691663062,0.005173846818752825,-0.03295409964692031
2023-01-31,0.07645898596124834,0.07645095779131661,-0.020139081050454033,-0.04103101887823951,0.008924949290060935
2023-02-28,-0.031795645613278745,-0.048522679643848154,0.01978396405452343,0.01386755061500547,-0.04463208685162845
2023-03-31,0.025158632973394157,0.04840559392590871,-0.016268303799179318,-0.0222476949641828,-0.0008417508417509767
2023-04-30,0.014225214464111291,0.0033613617195287215,-0.001134381477242874,-0.0027847044531314202,-0.0075821398483572056
2023-05-31,-0.012098501070663903,-0.03014377516014355,0.014606021565982896,0.016882733334609323,-0.06409168081494054
2023-06-30,0.051045843719518924,0.0021704462126450608,-0.013273129188153376,0.0015309525672084767,0.02947845804988658
2023-07-31,0.03722416993194466,-0.025439648448965513,-0.01287275700691859,-0.002922023553923847,0.08722466960352415
2023-08-31,-0.028432249726612957,-0.03141739702864221,0.020376985693079774,-0.003436290229853395,-0.003646677471636939
2023-09-30,-0.04655684027422491,-0.0795164292345758,0.01732335204824298,0.00014736748341531714,0.015046766978446646
2023-10-31,-0.029190813479287536,-0.0546312672977296,0.012498804245358208,-0.001271799145190572,-0.018028846153846145
2023-11-30,0.09009506964404168,0.09924271041777266,-0.029014086326798916,0.011086562428658686,-0.02447980416156681
2023-12-31,0.04330189635939563,0.08336458276494185,-0.015157588690938528,0.013326214069884268,-0.07820995399414477
2024-01-31,0.0,-0.02244964662890936,0.016992791806844654,-0.013150083293149012,0.013157894736842035
2024-02-29,0.04490668740279946,-0.022517940026704597,0.006221711473008762,0.022218123014925123,-0.015226153157187672
2024-03-31,0.027906976744185963,0.007828052015050657,-0.0013475554205891749,-0.005784807884351512,0.04456571168713053
2024-04-30,-0.03583710407239815,-0.06455274329685246,0.016247022164269875,0.007213673618839733,0.016107966913365246
2024-05-31,0.04599211563731931,0.02886984244053581,-0.007214683380859288,0.0032266832294737813,-0.0029991431019709136
2024-06-30,0.010678391959799027,0.018175427561902824,0.017300037674654822,0.0020210126582323185,-0.001718951439621752
2024-07-31,0.01979934298144359,0.0362992605243555,-0.004613143998525193,-0.012273530129224997,-0.02798105897546288
2024-08-31,0.02333275291659409,0.02111024666060346,-0.010604404981344628,0.003108245424950251,-0.020814880425155002
2024-09-30,0.018376722817764035,0.01999130766052648,-0.0085002231737763,0.005657815688634216,0.007236544549977353
2024-10-31,-0.021804511278195493,-0.05455115499051011,0.02895955358556268,-0.029921081568865665,0.014369106421194378
2024-11-30,0.0414211290460329,0.019866820084706527,0.014270970554204121,0.023869809602510783,-0.019920318725099584
2024-12-31,-0.03657536493357383,-0.06380887017491788,0.0213122472938021,-0.011186244469480883,-0.03432700993676607
2025-01-31,0.030558392917943378,0.0049230367584414125,-0.0061472413993154396,-0.0020269423108888185,0.0275958840037418
2025-02-28,-0.004129842240026438,0.05697429111224239,-0.0015745298203340141,-0.016011040394880383,0.001365498406918686
2025-03-31,-0.038317989549639164,-0.012047981249917683,-0.01226219105787707,-0.009975222282540303,0.022727272727272707
2025-04-30,0.005605864596808896,-0.013608759007348037,-0.03247952962531808,0.011323838435480127,-0.08577777777777773
2025-05-31,0.05806174957118371,-0.03211041713816665,-0.006727187151537528,0.004402007144558712,0.015070491006319742
2025-06-30,0.041744346275431665,0.026634326231234073,-0.01936971636086504,-0.0025151233699987063,0.04454022988505746
2025-07-31,0.010971055088702109,-0.015070821529745038,0.019363731986252297,-0.013201958971793992,0.029344337459880743
2025-08-31,0.029554375432925495,-0.0036815462494248496,-0.012428422375760917,0.014088691805173664,-0.010690423162583396
2025-09-30,0.030126336248785135,0.03198614318706716,-0.000593969462981847,0.0032855217207742593,0.014407924358397217
2025-10-31,0.020246734397677768,0.010294282197605531,0.010397313729015645,0.0037724952258422206,0.01553484243231229
2025-11-30,0.002133864428479848,-0.0008860338907964449,-0.002744964612858669,0.002964982004418748,0.00786713286713292
2025-12-31,0.001206615089786478,-0.0338099988914754,-0.01079777650560465,0.0038646990961312133,-0.030355594102341676
2026-01-31,0.031121508577909962,-0.00034419458467183084,-0.015416015285738993,0.03469233947537936,0.09257602862254033
2026-02-28,0.017188037126160127,0.026167795248479342,-0.003170494217113573,0.013371245995052461,0.0069586573884568015
